l1,l2,l3,l4,l5,l6,l7,l8,SampleTemp,Date,Prototype,Optics,CellType,Cell,Drug,Conc,Test,Folder,NPoints
0.192080327,0.834463693,3.10204298,1.207818083,0.639154828,0.620556211,0.759598473,1.123526579,21.37833,180227-1117 Saline Elite-1-4 23,Helium,,Elite-1,4,Saline,9,23,,0
0.192047097,0.834385369,3.100883503,1.207830504,0.639116548,0.620476214,0.759425719,1.123514764,21.379607,180227-1118 Saline Elite-1-4 24,Helium,,Elite-1,4,Saline,9,24,,0
0.191830064,0.834271694,3.096212691,1.207891459,0.639166819,0.620544777,0.759496576,1.122991282,21.378089,180227-1118 Saline Elite-1-4 25,Helium,,Elite-1,4,Saline,9,25,,0
0.191965965,0.834381282,3.093486405,1.20789534,0.639157204,0.62056335,0.759551956,1.123337803,21.378403,180227-1119 Saline Elite-1-4 26,Helium,,Elite-1,4,Saline,9,26,,0
0.191755932,0.834080976,3.090855197,1.20789496,0.639158522,0.620500397,0.75936201,1.123596985,21.373493,180227-1120 Saline Elite-1-4 27,Helium,,Elite-1,4,Saline,9,27,,0
0.191753582,0.834066707,3.100252351,1.207902633,0.639182508,0.620532014,0.759517567,1.123120534,21.372172,180227-1121 Saline Elite-1-4 28,Helium,,Elite-1,4,Saline,9,28,,0
0.191765535,0.834094414,3.096659866,1.207924234,0.639164655,0.620508133,0.759567848,1.122645565,21.372555,180227-1121 Saline Elite-1-4 29,Helium,,Elite-1,4,Saline,9,29,,0
0.191831671,0.834100973,3.107241444,1.207940363,0.639184806,0.620535119,0.759595676,1.123349244,21.37286,180227-1122 Saline Elite-1-4 30,Helium,,Elite-1,4,Saline,9,30,,0
0.191888706,0.834186965,3.095433764,1.207950634,0.63920699,0.620531225,0.759522763,1.123263704,21.37146,180227-1123 Saline Elite-1-4 31,Helium,,Elite-1,4,Saline,9,31,,0
0.191894157,0.834114643,3.097329285,1.207939754,0.639161691,0.620494556,0.759479944,1.123006006,21.371656,180227-1124 Saline Elite-1-4 32,Helium,,Elite-1,4,Saline,9,32,,0
0.19185643,0.834033304,3.088784267,1.207970499,0.639189591,0.620502157,0.759581519,1.123438504,21.37075,180227-1125 Saline Elite-1-4 33,Helium,,Elite-1,4,Saline,9,33,,0
0.19178847,0.83408917,3.103335899,1.207948226,0.639171703,0.620523132,0.759512446,1.123129139,21.372063,180227-1125 Saline Elite-1-4 34,Helium,,Elite-1,4,Saline,9,34,,0
0.191894824,0.834111017,3.08884284,1.208009159,0.639224853,0.620532255,0.759555471,1.123269745,21.370653,180227-1126 Saline Elite-1-4 35,Helium,,Elite-1,4,Saline,9,35,,0
0.191425991,0.834599438,3.103281936,1.206248479,0.638283682,0.619629976,0.75906337,1.124161571,21.52478,180227-1155 Saline Elite-1-5 1,Helium,,Elite-1,5,Saline,9,1,,0
